name,year,selling_price,km_driven,fuel,seller_type,transmission,mileage,engine,max_power,seats
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,17600,39000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Maruti Ignis 1.3 Alpha,2017,11000,75000,Diesel,Individual,Manual,3.73,1248.0,74.0,5.0
Tata Hexa XTA,2017,30360,50000,Diesel,Individual,Automatic,5.68,2179.0,153.86,7.0
Mahindra Marazzo M6 8Str,2019,28600,40000,Diesel,Individual,Manual,5.78,1497.0,121.0,8.0
Hyundai Verna 1.6 CRDI,2013,11660,92500,Diesel,Individual,Manual,4.48,1582.0,126.3,5.0
Maruti Swift Dzire VDI,2012,7920,158000,Diesel,Individual,Manual,4.27,1248.0,74.0,5.0
Maruti Swift Dzire LDi,2012,6820,120000,Diesel,Individual,Manual,5.18,1248.0,73.9,5.0
Honda City i DTEC V,2015,15949,50000,Diesel,Individual,Manual,3.85,1498.0,98.6,5.0
Maruti Swift Dzire ZDi,2012,7480,110000,Diesel,Individual,Manual,5.18,1248.0,73.9,5.0
Hyundai Xcent 1.2 CRDi E,2017,12100,2000,Diesel,Individual,Manual,3.94,1186.0,73.97,5.0
Toyota Fortuner 3.0 Diesel,2011,25300,181000,Diesel,Individual,Manual,8.7,2982.0,171.0,7.0
Tata Tiago 1.05 Revotorq XZ,2016,8360,70000,Diesel,Individual,Manual,3.67,1047.0,69.0,5.0
Nissan Sunny XL AT Special Edition,2013,7700,90000,Petrol,Individual,Automatic,5.56,1498.0,99.6,5.0
Hyundai Elite i20 Magna Plus BSIV,2019,13420,2000,Petrol,Individual,Manual,5.38,1197.0,81.86,5.0
Maruti Swift Dzire VXI,2015,11550,20000,Petrol,Individual,Manual,4.8,1197.0,83.14,5.0
Toyota Innova 2.5 GX 7 STR,2011,10560,120000,Diesel,Individual,Manual,7.81,2494.0,102.0,7.0
Mahindra Thar CRDe,2017,17160,35000,Diesel,Individual,Manual,6.04,2498.0,105.0,6.0
Maruti Swift Dzire ZDi,2012,7040,193000,Diesel,Individual,Manual,5.18,1248.0,73.9,5.0
Maruti Swift 1.2 DLX (Only Delhi),2014,8250,80000,Petrol,Individual,Manual,4.9,1197.0,81.8,5.0
Datsun GO D Petrol,2019,6600,40000,Petrol,Individual,Manual,5.26,1198.0,67.05,5.0
Hyundai i20 Asta 1.4 CRDi,2015,11000,70000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Mahindra Scorpio LX,2011,8888,122358,Diesel,Individual,Manual,8.3,2179.0,120.0,9.0
Tata Sumo Gold EX BSIII,2015,11000,75000,Diesel,Individual,Manual,7.11,2956.0,69.01,7.0
Tata Tiago Wizz 1.05 Revotorq,2017,7700,120000,Diesel,Individual,Manual,3.67,1047.0,69.0,5.0
Tata Zest Revotron 1.2 XT,2015,8360,40000,Petrol,Individual,Manual,5.69,1193.0,88.7,5.0
Hyundai Accent GLE,2008,2529,95200,Petrol,Individual,Manual,7.58,1495.0,94.0,5.0
Honda Brio Exclusive Edition,2014,7370,33033,Petrol,Dealer,Manual,5.15,1198.0,86.8,5.0
Hyundai Grand i10 AT Asta,2015,10230,63063,Petrol,Dealer,Automatic,5.29,1197.0,82.0,5.0
Tata Manza Club Class Quadrajet90 LX,2012,6380,60000,Diesel,Individual,Manual,4.76,1248.0,88.76,5.0
Maruti Alto LX,2005,2420,45000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Tata New Safari DICOR 2.2 EX 4x2,2011,9900,80000,Diesel,Individual,Manual,8.64,2179.0,138.1,7.0
Mahindra Bolero SLE,2009,8800,170000,Diesel,Individual,Manual,7.35,2523.0,63.0,7.0
Mahindra Bolero DI DX 7 Seater,2007,4620,207890,Diesel,Individual,Manual,7.35,2523.0,63.0,7.0
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,101200,7976,Diesel,Individual,Automatic,5.59,2143.0,170.0,5.0
Maruti Omni E MPI STD BS IV,2016,4840,35000,Petrol,Individual,Manual,5.95,796.0,34.2,8.0
Hyundai Grand i10 Sportz,2017,9900,35000,Petrol,Individual,Manual,5.29,1197.0,82.0,5.0
Hyundai Grand i10 Sportz,2017,9900,35000,Petrol,Individual,Manual,5.29,1197.0,82.0,5.0
Hyundai i10 Sportz AT,2013,6380,50000,Petrol,Individual,Automatic,5.9,1197.0,78.9,5.0
Maruti Swift VXI Deca,2016,11440,20000,Petrol,Individual,Manual,4.9,1197.0,81.8,5.0
Hyundai i10 Sportz AT,2011,5830,20000,Petrol,Individual,Automatic,5.9,1197.0,78.9,5.0
Maruti Swift VXI,2012,7260,50000,Petrol,Individual,Manual,5.38,1197.0,85.8,5.0
Maruti Swift VXI,2012,7260,50000,Petrol,Individual,Manual,5.38,1197.0,85.8,5.0
Mahindra Bolero 2011-2019 ZLX,2014,11219,120000,Diesel,Individual,Manual,6.27,2523.0,62.1,7.0
Hyundai Verna 1.6 SX VTVT (O),2014,11000,70000,Petrol,Individual,Manual,5.85,1591.0,121.3,5.0
Hyundai i20 Active 1.2,2015,11550,50000,Petrol,Individual,Manual,5.82,1197.0,81.86,5.0
Maruti Baleno Zeta,2019,14850,16500,Petrol,Individual,Manual,4.76,1197.0,81.8,5.0
Hyundai i20 1.2 Asta,2010,6600,70000,Petrol,Individual,Manual,5.88,1197.0,80.0,5.0
Maruti Alto LXI,2005,1980,99361,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Maruti Swift Dzire VDI,2017,14300,25000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Maruti Swift Dzire VXI,2014,8998,70000,Petrol,Individual,Manual,5.24,1197.0,85.8,5.0
Hyundai Grand i10 CRDi Sportz,2015,8690,80000,Diesel,Individual,Manual,4.17,1120.0,70.0,5.0
Maruti Swift Dzire VXI,2014,8800,70000,Petrol,Individual,Manual,5.24,1197.0,85.8,5.0
Chevrolet Beat LS,2012,2640,60000,Petrol,Individual,Manual,5.38,1199.0,79.4,5.0
Tata Tigor 1.2 Revotron XZA,2018,14190,10000,Petrol,Individual,Automatic,4.93,1199.0,84.0,5.0
Maruti 800 Std,2006,1782,80000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Honda City i-DTEC VX,2017,28600,30000,Diesel,Individual,Manual,3.91,1498.0,97.9,5.0
Honda City i-DTEC VX,2017,27500,33000,Diesel,Individual,Manual,3.91,1498.0,97.9,5.0
Maruti Ertiga VXI,2013,11770,90000,Petrol,Individual,Manual,6.24,1373.0,93.7,7.0
Nissan Terrano XV Premium 110 PS,2014,12210,80100,Diesel,Individual,Manual,5.26,1461.0,108.5,5.0
Honda City i VTEC VX,2014,15949,120000,Petrol,Individual,Manual,5.75,1497.0,117.3,5.0
Renault KWID RXL,2016,5059,40000,Petrol,Individual,Manual,3.97,799.0,53.3,5.0
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,17600,160000,Diesel,Individual,Manual,7.7,2494.0,100.6,8.0
Maruti Wagon R VXI BS IV,2017,9019,47000,Petrol,Individual,Manual,4.88,998.0,67.04,5.0
Hyundai Creta 1.4 CRDi S Plus,2018,26620,25000,Diesel,Individual,Manual,4.68,1396.0,88.7,5.0
Tata Tiago 1.2 Revotron XZ,2017,8800,26000,Petrol,Individual,Manual,4.19,1199.0,84.0,5.0
Hyundai Grand i10 1.2 CRDi Sportz,2018,11440,29000,Diesel,Individual,Manual,4.17,1186.0,73.97,5.0
Maruti Baleno Zeta Automatic,2016,14300,50000,Petrol,Individual,Automatic,4.67,1197.0,83.1,5.0
Maruti Swift ZXI ABS,2011,7150,58000,Petrol,Individual,Manual,6.21,1298.0,88.2,5.0
Maruti Swift Dzire VXi AT,2012,9240,120000,Petrol,Individual,Automatic,5.75,1197.0,85.8,5.0
Maruti Swift LXI Option,2014,8800,50000,Petrol,Individual,Manual,4.9,1197.0,81.8,5.0
Hyundai i20 1.2 Asta,2010,5609,80000,Petrol,Individual,Manual,5.88,1197.0,80.0,5.0
Maruti Zen LXI,2003,1430,60000,Petrol,Individual,Manual,5.78,993.0,60.0,5.0
Maruti Celerio LXI,2017,7722,36000,Petrol,Individual,Manual,4.33,998.0,67.04,5.0
Toyota Innova 2.5 V Diesel 8-seater,2007,8888,120000,Diesel,Individual,Manual,7.81,2494.0,102.0,8.0
Maruti Ritz LDi,2011,4070,185000,Diesel,Individual,Manual,4.74,1248.0,73.9,5.0
Nissan Micra Diesel XV,2011,5500,50000,Diesel,Individual,Manual,4.33,1461.0,63.1,5.0
Maruti Zen LXI,2002,1320,100000,Petrol,Individual,Manual,5.78,993.0,60.0,5.0
Hyundai Verna 1.6 SX VTVT (O),2013,11000,50000,Petrol,Individual,Manual,5.85,1591.0,121.3,5.0
Maruti Zen Estilo LXI BSIII,2007,1870,80000,Petrol,Individual,Manual,5.49,998.0,67.1,5.0
Maruti Alto LX,2005,1870,80000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Maruti Swift Dzire ZDi,2011,5830,90000,Diesel,Individual,Manual,5.18,1248.0,73.9,5.0
Maruti A-Star Vxi,2010,2860,162000,Petrol,Individual,Manual,5.26,998.0,66.1,5.0
Maruti Ertiga VDI,2013,10560,110000,Diesel,Individual,Manual,4.81,1248.0,88.76,7.0
Maruti Swift Ldi BSIII,2008,3740,120000,Diesel,Individual,Manual,5.62,1248.0,75.0,5.0
Nissan Micra Diesel XV,2011,6050,45000,Diesel,Individual,Manual,4.33,1461.0,63.1,5.0
Maruti Wagon R LXI,2005,1958,90000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Ford Figo Diesel Titanium,2010,3740,90000,Diesel,Individual,Manual,5.0,1399.0,68.0,5.0
Mahindra XUV300 W8 Option BSIV,2019,23980,16500,Petrol,Dealer,Manual,5.88,1197.0,110.0,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,2017,24200,67000,Diesel,Individual,Automatic,5.88,1582.0,126.2,5.0
Maruti Swift VXI BSIV,2018,13420,52000,Petrol,Dealer,Manual,4.55,1197.0,81.8,5.0
Datsun GO T Option BSIV,2016,7370,40000,Petrol,Dealer,Manual,4.85,1198.0,67.0,5.0
Hyundai Grand i10 Asta,2015,9569,40000,Petrol,Dealer,Manual,5.29,1197.0,82.0,5.0
Toyota Fortuner 2.8 2WD MT BSIV,2018,66000,35000,Diesel,Individual,Manual,7.02,2755.0,174.5,7.0
Renault KWID RXL,2018,8580,13000,Petrol,Dealer,Manual,4.83,799.0,53.26,5.0
Honda Brio 1.2 VX MT,2012,7150,40000,Petrol,Dealer,Manual,5.41,1198.0,86.8,5.0
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,14080,10000,Petrol,Dealer,Manual,5.88,1198.0,73.75,5.0
Nissan Sunny XV Special Edition,2012,9900,9000,Petrol,Dealer,Manual,5.9,1498.0,97.7,5.0
Toyota Etios Liva GD SP,2013,8800,70000,Diesel,Dealer,Manual,4.24,1364.0,67.06,5.0
Hyundai i10 Sportz,2009,4730,60000,Petrol,Dealer,Manual,4.91,1197.0,78.9,5.0
Renault Duster 85PS Diesel RxL,2014,12540,40000,Diesel,Dealer,Manual,4.89,1461.0,83.8,5.0
Mahindra XUV500 W8 2WD,2012,14960,93000,Diesel,Dealer,Manual,6.62,2179.0,140.0,7.0
Toyota Innova 2.5 V Diesel 7-seater,2008,7150,80000,Diesel,Individual,Manual,7.81,2494.0,102.0,7.0
Tata Indigo CS eGLX BS IV,2011,3300,50000,Petrol,Individual,Manual,6.39,1193.0,64.08,5.0
Hyundai Elantra SX AT,2013,15180,68000,Petrol,Dealer,Automatic,6.9,1797.0,147.5,5.0
Mercedes-Benz New C-Class 220 CDI AT,2013,34100,25000,Diesel,Individual,Automatic,6.74,2143.0,170.0,5.0
Tata Nano STD,2012,1408,18000,Petrol,Dealer,Manual,3.94,624.0,37.5,4.0
Nissan Micra Diesel XL,2013,5500,120000,Diesel,Individual,Manual,4.33,1461.0,63.1,5.0
Maruti Wagon R LXI,2005,1430,35000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Maruti Swift Dzire VDI,2016,12100,60000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Hyundai i10 Magna,2010,3080,70000,Petrol,Individual,Manual,4.91,1197.0,78.9,5.0
Renault KWID RXT,2016,6600,30000,Petrol,Individual,Manual,3.97,799.0,53.3,5.0
Volkswagen GTI 1.8 TSI,2016,17600,70000,Petrol,Individual,Automatic,6.12,1798.0,189.3,5.0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,57750,9000,Diesel,Dealer,Automatic,7.35,1999.0,177.0,5.0
Lexus ES 300h,2019,113300,20000,Petrol,Dealer,Automatic,4.47,2487.0,214.56,5.0
Jaguar XF 2.0 Diesel Portfolio,2017,70400,45000,Diesel,Dealer,Automatic,5.17,1999.0,177.0,5.0
Tata Safari Storme EX,2015,11066,110000,Diesel,Individual,Manual,7.09,2179.0,147.94,7.0
Volvo XC40 D4 Inscription BSIV,2019,83600,20000,Diesel,Individual,Automatic,5.56,1969.0,190.0,5.0
Toyota Camry 2.5 Hybrid,2016,44000,68089,Petrol,Trustmark Dealer,Automatic,5.22,2494.0,157.7,5.0
Maruti Wagon R LXI,2013,4950,58343,Petrol,Trustmark Dealer,Manual,4.59,998.0,67.05,5.0
Maruti Baleno Alpha 1.3,2018,16279,38817,Diesel,Dealer,Manual,3.65,1248.0,74.0,5.0
Honda Jazz VX,2016,12100,56494,Petrol,Trustmark Dealer,Manual,5.49,1199.0,88.7,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,16500,79328,Diesel,Trustmark Dealer,Manual,7.7,2494.0,100.6,7.0
Maruti Swift AMT VVT VXI,2019,14300,5621,Petrol,Trustmark Dealer,Automatic,4.55,1197.0,81.8,5.0
Toyota Etios VX,2017,13750,25538,Petrol,Trustmark Dealer,Manual,5.96,1496.0,88.73,5.0
Maruti Swift AMT ZXI,2018,13200,69779,Petrol,Dealer,Automatic,4.55,1197.0,81.8,5.0
Hyundai Grand i10 1.2 CRDi Sportz,2017,9900,56290,Diesel,Dealer,Manual,4.17,1186.0,73.97,5.0
BMW X4 M Sport X xDrive20d,2019,118800,7500,Diesel,Dealer,Automatic,5.96,1995.0,190.0,5.0
BMW X4 M Sport X xDrive20d,2019,121000,8500,Diesel,Dealer,Automatic,5.96,1995.0,190.0,5.0
Honda Amaze V CVT Petrol BSIV,2019,17138,7032,Petrol,Trustmark Dealer,Automatic,5.26,1199.0,88.76,5.0
Skoda Rapid 1.6 MPI AT Elegance,2016,14190,11000,Petrol,Dealer,Automatic,6.99,1598.0,103.5,5.0
Volvo V40 D3 R-Design,2018,54450,2000,Diesel,Dealer,Automatic,5.95,1984.0,150.0,5.0
Hyundai i10 Magna,2010,3300,106000,Petrol,Individual,Manual,4.91,1197.0,78.9,5.0
Honda CR-V 2.4L 4WD AT,2009,11000,120000,Petrol,Individual,Automatic,9.01,2354.0,158.8,5.0
Maruti Swift Dzire VDI,2015,10560,90000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Hyundai Verna 1.6 SX CRDi (O),2014,11770,70000,Diesel,Individual,Manual,4.48,1582.0,126.32,5.0
Toyota Innova 2.5 G1 Diesel 8-seater,2005,5500,240000,Diesel,Individual,Manual,7.81,2494.0,102.0,8.0
Maruti SX4 Celebration Diesel,2012,6600,100000,Diesel,Individual,Manual,4.65,1248.0,88.8,5.0
Hyundai Verna XXi ABS (Petrol),2009,7480,214000,Petrol,Individual,Manual,7.19,1599.0,103.2,5.0
Hyundai Verna CRDi SX,2009,7480,214000,Diesel,Individual,Manual,5.95,1493.0,110.0,5.0
Maruti Alto 800 VXI,2016,5280,50000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Honda City i-VTEC CVT V,2018,23870,1000,Petrol,Individual,Automatic,5.56,1497.0,117.6,5.0
Maruti Swift Dzire AMT VDI,2017,16500,19000,Diesel,Individual,Automatic,3.52,1248.0,74.02,5.0
Tata Indigo LS,2012,2090,265000,Diesel,Individual,Manual,5.88,1405.0,70.0,5.0
Maruti Eeco CNG 5 Seater AC,2020,9019,35000,CNG,Individual,Manual,3.23,1196.0,61.7,5.0
Maruti Alto K10 VXI,2014,4730,80000,Petrol,Individual,Manual,4.18,998.0,67.05,5.0
Mahindra XUV500 AT W10 AWD,2016,28380,50000,Diesel,Individual,Automatic,6.25,2179.0,140.0,7.0
Maruti Alto K10 LXI,2010,3300,80000,Petrol,Individual,Manual,4.78,998.0,67.1,5.0
Hyundai EON Sportz,2013,4818,50000,Petrol,Individual,Manual,4.74,814.0,55.2,5.0
Tata Tiago 1.2 Revotron XE,2018,7150,100000,Petrol,Individual,Manual,4.19,1199.0,84.0,5.0
Maruti Eeco Smiles 5 Seater AC,2013,5720,120000,Petrol,Individual,Manual,6.62,1196.0,73.0,5.0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,57750,9000,Diesel,Dealer,Automatic,7.35,1999.0,177.0,5.0
Lexus ES 300h,2019,113300,20000,Petrol,Dealer,Automatic,4.47,2487.0,214.56,5.0
Jaguar XF 2.0 Diesel Portfolio,2017,70400,45000,Diesel,Dealer,Automatic,5.17,1999.0,177.0,5.0
Tata Safari Storme EX,2015,11066,110000,Diesel,Individual,Manual,7.09,2179.0,147.94,7.0
Volvo XC40 D4 Inscription BSIV,2019,83600,20000,Diesel,Individual,Automatic,5.56,1969.0,190.0,5.0
Toyota Camry 2.5 Hybrid,2016,44000,68089,Petrol,Trustmark Dealer,Automatic,5.22,2494.0,157.7,5.0
Maruti Wagon R LXI,2013,4950,58343,Petrol,Trustmark Dealer,Manual,4.59,998.0,67.05,5.0
Maruti Baleno Alpha 1.3,2018,16279,38817,Diesel,Dealer,Manual,3.65,1248.0,74.0,5.0
Honda Jazz VX,2016,12100,56494,Petrol,Trustmark Dealer,Manual,5.49,1199.0,88.7,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,16500,79328,Diesel,Trustmark Dealer,Manual,7.7,2494.0,100.6,7.0
Maruti Swift AMT VVT VXI,2019,14300,5621,Petrol,Trustmark Dealer,Automatic,4.55,1197.0,81.8,5.0
Toyota Etios VX,2017,13750,25538,Petrol,Trustmark Dealer,Manual,5.96,1496.0,88.73,5.0
Maruti Swift AMT ZXI,2018,13200,69779,Petrol,Dealer,Automatic,4.55,1197.0,81.8,5.0
Hyundai Grand i10 1.2 CRDi Sportz,2017,9900,56290,Diesel,Dealer,Manual,4.17,1186.0,73.97,5.0
BMW X4 M Sport X xDrive20d,2019,118800,7500,Diesel,Dealer,Automatic,5.96,1995.0,190.0,5.0
BMW X4 M Sport X xDrive20d,2019,121000,8500,Diesel,Dealer,Automatic,5.96,1995.0,190.0,5.0
Honda Amaze V CVT Petrol BSIV,2019,17138,7032,Petrol,Trustmark Dealer,Automatic,5.26,1199.0,88.76,5.0
Skoda Rapid 1.6 MPI AT Elegance,2016,14190,11000,Petrol,Dealer,Automatic,6.99,1598.0,103.5,5.0
Volvo V40 D3 R-Design,2018,54450,2000,Diesel,Dealer,Automatic,5.95,1984.0,150.0,5.0
Honda Amaze S CVT Diesel BSIV,2019,15400,40000,Diesel,Individual,Automatic,4.2,1498.0,78.9,5.0
Hyundai Creta 1.4 CRDi Base,2017,20900,45000,Diesel,Individual,Manual,4.68,1396.0,88.7,5.0
Maruti Alto LXi BSIII,2010,3520,80000,Petrol,Individual,Manual,5.08,796.0,46.3,5.0
Hyundai Xcent 1.1 CRDi S Option,2015,9019,135000,Diesel,Individual,Manual,4.1,1120.0,71.01,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,18480,120000,Diesel,Individual,Manual,7.7,2494.0,100.6,7.0
Toyota Etios Liva Diesel,2013,9900,67000,Diesel,Individual,Manual,4.24,1364.0,67.1,5.0
Maruti Swift Dzire ZDI Plus,2017,19800,50000,Diesel,Individual,Manual,3.52,1248.0,74.02,5.0
Toyota Innova 2.5 V Diesel 7-seater,2008,12540,134000,Diesel,Individual,Manual,7.81,2494.0,102.0,7.0
Nissan Micra Diesel XV,2011,5609,110000,Diesel,Individual,Manual,4.33,1461.0,63.1,5.0
Maruti 800 AC BSIII,2009,2860,40000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Maruti Swift Dzire VDI,2013,11660,120000,Diesel,Individual,Manual,4.27,1248.0,74.0,5.0
Volkswagen Polo 1.5 TDI Highline,2015,11440,110000,Diesel,Individual,Manual,4.97,1498.0,88.8,5.0
Mahindra Verito 1.5 D2 BSIII,2011,5059,170000,Diesel,Individual,Manual,4.76,1461.0,64.1,5.0
Maruti 800 AC BSIII,2004,1782,80000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Maruti Swift VDI Optional,2016,13200,47000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Hyundai Xcent 1.2 Kappa S Option,2015,9019,93000,Petrol,Individual,Manual,5.24,1197.0,81.86,5.0
Maruti 800 Std,2010,2640,70000,Petrol,Individual,Manual,6.21,796.0,37.0,4.0
Maruti Celerio VXI,2014,7040,50000,Petrol,Individual,Manual,4.33,998.0,67.04,5.0
Ford Figo Diesel EXI,2015,6424,70000,Diesel,Individual,Manual,5.0,1399.0,68.05,5.0
Tata Safari DICOR 2.2 LX 4x2,2012,8580,80000,Diesel,Individual,Manual,7.18,2179.0,138.03,7.0
Ford Figo 1.2P Titanium Plus MT,2016,12100,44000,Petrol,Individual,Manual,5.51,1196.0,86.8,5.0
Maruti Celerio ZXI,2014,8470,25000,Petrol,Individual,Manual,4.33,998.0,67.04,5.0
Hyundai Creta 1.6 VTVT S,2016,17600,25000,Petrol,Individual,Manual,6.54,1591.0,121.3,5.0
Maruti Swift Dzire VXI 1.2,2019,14850,10000,Petrol,Individual,Manual,4.71,1197.0,81.8,5.0
Tata Hexa XT,2018,33550,50000,Diesel,Individual,Manual,5.68,2179.0,153.86,7.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,20900,30000,Diesel,Individual,Manual,4.35,1498.0,98.96,5.0
Hyundai i20 Active 1.4 SX with AVN,2015,13420,50000,Diesel,Individual,Manual,4.72,1396.0,88.73,5.0
Hyundai i20 Asta 1.4 CRDi,2012,11550,120000,Diesel,Individual,Manual,4.44,1396.0,88.73,5.0
Honda Amaze S CVT Diesel BSIV,2019,15400,40000,Diesel,Individual,Automatic,4.2,1498.0,78.9,5.0
Mahindra Bolero 2011-2019 SLE,2015,8250,80000,Diesel,Individual,Manual,6.27,2523.0,62.1,7.0
Nissan Terrano XL Plus 85 PS,2015,12760,90000,Diesel,Individual,Manual,4.89,1461.0,83.8,5.0
Maruti Swift VXI Windsong Limited edition,2015,9569,50000,Petrol,Individual,Manual,4.9,1197.0,83.11,5.0
Datsun RediGO 1.0 S,2020,7700,2136,Petrol,Individual,Manual,4.44,999.0,67.0,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,16059,250000,Diesel,Individual,Manual,7.7,2494.0,100.0,7.0
Hyundai i20 Magna 1.2,2015,13200,35000,Petrol,Individual,Manual,5.38,1197.0,81.83,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,23100,120000,Diesel,Individual,Manual,7.7,2494.0,100.6,7.0
Maruti Baleno Alpha 1.3,2017,16169,70000,Diesel,Individual,Manual,3.65,1248.0,74.0,5.0
Renault Duster 110PS Diesel RxZ,2018,23100,18000,Diesel,Dealer,Manual,5.1,1461.0,108.45,5.0
Chevrolet Enjoy 1.3 TCDi LS 7,2016,9240,110000,Diesel,Individual,Manual,5.49,1248.0,73.74,7.0
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,17600,60000,Diesel,Individual,Manual,4.23,1248.0,88.5,5.0
Toyota Fortuner 4x2 AT,2015,44000,60000,Diesel,Individual,Automatic,7.97,2982.0,168.5,7.0
Maruti Swift Dzire VDI,2016,13200,147000,Diesel,Individual,Manual,3.76,1248.0,74.0,5.0
Toyota Fortuner 4x2 AT,2015,41800,130000,Diesel,Individual,Automatic,7.97,2982.0,168.5,7.0
Chevrolet Captiva LT,2011,11000,99500,Diesel,Individual,Manual,8.7,1991.0,147.9,7.0
Tata Indica Vista Aqua 1.4 TDI,2011,4400,110000,Diesel,Individual,Manual,5.88,1405.0,71.0,5.0
Nissan Micra Active XL Petrol,2016,8140,35000,Petrol,Individual,Manual,5.13,1198.0,67.04,5.0
Hyundai Verna Transform CRDi VGT SX ABS,2010,5720,110000,Diesel,Individual,Manual,6.17,1493.0,110.0,5.0
Mahindra KUV 100 mFALCON D75 K8,2016,6160,100000,Diesel,Individual,Manual,3.95,1198.0,77.0,6.0
Maruti Ertiga VXI,2014,13420,21000,Petrol,Individual,Manual,6.24,1373.0,93.7,7.0
Ford Fiesta Titanium 1.5 TDCi,2013,6600,60000,Diesel,Individual,Manual,4.26,1498.0,90.0,5.0
Tata Indigo CS LX DiCOR,2010,3080,40000,Diesel,Individual,Manual,6.02,1405.0,70.0,5.0
Hyundai i10 Magna 1.1L,2008,5059,50000,Petrol,Individual,Manual,5.05,1086.0,68.05,5.0
Maruti A-Star Vxi,2010,4400,65000,Petrol,Individual,Manual,5.26,998.0,66.1,5.0
Maruti Wagon R VXI BSIII,2011,4400,80000,Petrol,Individual,Manual,5.29,998.0,67.1,5.0
Hyundai Verna 1.6 CRDi S,2015,12320,119000,Diesel,Individual,Manual,4.18,1582.0,126.2,5.0
Maruti Ertiga SHVS VDI,2016,16500,80000,Diesel,Individual,Manual,4.08,1248.0,88.5,7.0
Maruti Swift VDI BSIV,2017,12870,90000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Hyundai Verna 1.6 VTVT S Option,2016,16720,20000,Petrol,Individual,Manual,5.88,1591.0,121.4,5.0
Maruti Swift VDI BSIV,2014,9460,80000,Diesel,Individual,Manual,3.97,1248.0,74.0,5.0
Mahindra KUV 100 D75 K6 Plus,2020,10560,44665,Diesel,Individual,Manual,3.95,1198.0,77.0,6.0
Kia Seltos HTE D,2019,14146,10000,Diesel,Individual,Manual,4.81,1493.0,113.4,5.0
Hyundai Xcent 1.2 VTVT S,2018,11000,60000,Petrol,Individual,Manual,4.97,1197.0,81.86,5.0
Honda Brio 1.2 S MT,2016,9350,22000,Petrol,Individual,Manual,5.41,1198.0,86.8,5.0
Maruti Alto 800 LXI,2014,5500,25000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Maruti Celerio LDi,2016,6270,70000,Diesel,Individual,Manual,3.62,793.0,47.0,5.0
Maruti Swift Dzire VXi,2008,3520,123000,Petrol,Individual,Manual,5.71,1298.0,85.8,5.0
Volkswagen Vento Diesel Trendline,2011,5500,70000,Diesel,Individual,Manual,4.87,1598.0,103.6,5.0
Chevrolet Beat LS,2013,3740,70000,Petrol,Individual,Manual,5.38,1199.0,79.4,5.0
Toyota Etios Liva GD,2013,9019,45000,Diesel,Individual,Manual,4.24,1364.0,67.06,5.0
Hyundai Grand i10 AT Asta,2015,8800,40000,Petrol,Individual,Automatic,5.29,1197.0,82.0,5.0
Maruti Swift Dzire VDI,2019,15400,30000,Diesel,Individual,Manual,3.52,1248.0,74.02,5.0
Honda Civic 1.8 V AT,2007,7700,90000,Petrol,Individual,Automatic,7.75,1799.0,130.0,5.0
Maruti Ertiga BSIV VXI,2016,14520,34000,Petrol,Individual,Manual,5.71,1373.0,91.1,7.0
Maruti Alto 800 VXI,2017,5896,25000,Petrol,Individual,Manual,4.05,796.0,47.3,5.0
Maruti Alto 800 VXI,2016,5940,50000,Petrol,Individual,Manual,4.4,796.0,47.3,5.0
Chevrolet Beat Diesel LT,2013,6600,50000,Diesel,Individual,Manual,3.93,936.0,57.6,5.0
Tata Tiago 1.2 Revotron XZ,2017,9900,90000,Petrol,Individual,Manual,4.19,1199.0,84.0,5.0
